date,basis,basis_z,signal,gross_return,transaction_cost,funding_cost,net_return,equity_curve
2023-03-18,0.011286441609937192,1.7261628982384867,1.0,0.0001392867322116409,0.0,3.968253968253968e-06,0.00013531847824338692,1.0000793109004087
2023-03-19,0.014427511192030451,2.085696835699588,1.0,-6.282139164186519e-05,0.0,3.968253968253968e-06,-6.678964561011916e-05,1.0000125159576516
2023-03-20,0.015770684778401822,2.2015253118408067,1.0,-2.6863471727427428e-05,0.0,3.968253968253968e-06,-3.0831725695681394e-05,0.9999816838460673
2023-03-21,0.014824414266520591,2.042625224180189,1.0,1.8925410237624618e-05,0.0,3.968253968253968e-06,1.4957156269370649e-05,0.9999966407283791
2023-03-22,0.010264777955951487,1.5268606713567543,1.0,9.119272621138208e-05,0.0,3.968253968253968e-06,8.722447224312811e-05,1.0000838649076116
2023-03-23,0.014942941291606004,2.0182473395768477,1.0,-9.356326671309035e-05,0.0,3.968253968253968e-06,-9.753152068134431e-05,0.9999863252074582
2023-03-24,0.009358271666163986,1.353601273808786,1.0,0.00011169339250884037,0.0,3.968253968253968e-06,0.00010772513854058641,1.00009404887288
2023-03-25,0.01131172266245617,1.530753179543552,1.0,-3.9069019925843664e-05,0.0,3.968253968253968e-06,-4.303727389409763e-05,1.0000510075513789
2023-03-26,0.016126725740768677,1.974092186058449,1.0,-9.630006156625015e-05,0.0,3.968253968253968e-06,-0.00010026831553450412,0.9999507341214031
2023-03-27,0.009142979558931508,1.1907753365558085,1.0,0.00013967492363674337,0.0,3.968253968253968e-06,0.0001357066696684894,1.0000864341053635
2023-03-28,0.007627189014641544,1.0029616652545548,1.0,3.0315810885799266e-05,0.0,3.968253968253968e-06,2.6347556917545297e-05,1.0001127839396085
2023-03-29,0.0021452341839909295,0.4363517712117486,0.0,0.00010963909661301232,5.6e-05,3.968253968253968e-06,4.9670842644758356e-05,1.0001624603843264
2023-03-30,0.0030956412487750384,0.5067690936320389,0.0,0.0,0.0,0.0,0.0,1.0001624603843264
2023-03-31,0.009089316121522195,1.0892905861760223,0.0,0.0,0.0,0.0,0.0,1.0001624603843264
2023-04-01,0.016879967593350642,1.868541862262622,0.0,-0.0,0.0,0.0,-0.0,1.0001624603843264
2023-04-02,0.009152311118082679,1.002867413318079,0.0,0.0,0.0,0.0,0.0,1.0001624603843264
2023-04-03,0.006546422650474781,0.7020295799083816,0.0,0.0,0.0,0.0,0.0,1.0001624603843264
2023-04-04,0.009158746117779337,0.9554430955545692,0.0,0.0,0.0,0.0,0.0,1.0001624603843264
2023-04-05,0.015169886881441386,1.5793538945545142,0.0,0.0,0.0,0.0,0.0,1.0001624603843264
2023-04-06,0.01630793398329633,1.6469347479014154,0.0,0.0,0.0,0.0,0.0,1.0001624603843264
2023-04-07,0.012731008633601881,1.2048937235729669,0.0,0.0,0.0,0.0,0.0,1.0001624603843264
2023-04-08,0.013470294326807242,1.2456287314692527,0.0,0.0,0.0,0.0,0.0,1.0001624603843264
2023-04-09,0.012925005749811369,1.1446241253221716,0.0,0.0,0.0,0.0,0.0,1.0001624603843264
2023-04-10,0.01165304263026723,0.9709400378395904,0.0,0.0,0.0,0.0,0.0,1.0001624603843264
2023-04-11,0.008309036530866898,0.58116834715214,0.0,0.0,0.0,0.0,0.0,1.0001624603843264
2023-04-12,0.009585714093403475,0.6954938020221509,0.0,0.0,0.0,0.0,0.0,1.0001624603843264
2023-04-13,0.010493804035131227,0.7690631547156068,0.0,0.0,0.0,0.0,0.0,1.0001624603843264
2023-04-14,0.00976211536342042,0.6671705680974512,0.0,0.0,0.0,0.0,0.0,1.0001624603843264
2023-04-15,0.008544878990081273,0.5102496856237293,0.0,0.0,0.0,0.0,0.0,1.0001624603843264
2023-04-16,0.0031234175483190185,-0.11074085292035986,0.0,0.0,0.0,0.0,0.0,1.0001624603843264
2023-04-17,0.0011137781778209899,-0.36772027798330514,0.0,0.0,0.0,0.0,0.0,1.0001624603843264
2023-04-18,0.005955025736094299,0.15161378444356502,0.0,0.0,0.0,0.0,0.0,1.0001624603843264
2023-04-19,0.00501459167918572,-0.005549568231754752,0.0,0.0,0.0,0.0,0.0,1.0001624603843264
2023-04-20,-0.0008847812553334222,-0.8322049166522757,0.0,0.0,0.0,0.0,0.0,1.0001624603843264
2023-04-21,0.004548381222684306,-0.1527392188190964,0.0,0.0,0.0,0.0,0.0,1.0001624603843264
2023-04-22,0.006547507607709058,0.10220672271640514,0.0,0.0,0.0,0.0,0.0,1.0001624603843264
2023-04-23,0.014777955417901723,1.3300882686838793,0.0,0.0,0.0,0.0,0.0,1.0001624603843264
2023-04-24,0.014496885878752863,1.2452184228427434,0.0,0.0,0.0,0.0,0.0,1.0001624603843264
2023-04-25,0.01213147212739596,0.8420040505263214,0.0,0.0,0.0,0.0,0.0,1.0001624603843264
2023-04-26,0.005915634447197782,-0.13417994211192472,0.0,0.0,0.0,0.0,0.0,1.0001624603843264
2023-04-27,0.011034362549565913,0.637526951973837,0.0,0.0,0.0,0.0,0.0,1.0001624603843264
2023-04-28,0.020931034099544554,2.165514702454069,1.0,0.0,5.6e-05,0.0,-5.6e-05,1.000106451286545
2023-04-29,0.016870052986668327,1.432292889756473,1.0,8.121962225752458e-05,0.0,3.968253968253968e-06,7.725136828927062e-05,1.0001837108783418
2023-04-30,0.013666900306303909,0.9032918201052468,1.0,6.406305360728837e-05,0.0,3.968253968253968e-06,6.00947996390344e-05,1.0002438167180492
2023-05-01,0.015564979488741137,1.173947413486069,1.0,-3.796158364874458e-05,0.0,3.968253968253968e-06,-4.1929837616998546e-05,1.000201876657237
2023-05-02,0.011680998567538126,0.5242050617799461,1.0,7.767961842406021e-05,0.0,3.968253968253968e-06,7.371136445580625e-05,1.0002756029022966
2023-05-03,0.010191525156867165,0.25696393683388885,0.0,2.9789468213419217e-05,5.6e-05,3.968253968253968e-06,-3.017878575483475e-05,1.0002454157991807
2023-05-04,0.008444513352825034,-0.06303473322003139,0.0,0.0,0.0,0.0,0.0,1.0002454157991807
2023-05-05,0.00893456836787987,-0.011195429353992935,0.0,0.0,0.0,0.0,0.0,1.0002454157991807
2023-05-06,0.0130164594067681,0.6817734244288727,0.0,0.0,0.0,0.0,0.0,1.0002454157991807
2023-05-07,0.01264407138935253,0.5921750947068852,0.0,0.0,0.0,0.0,0.0,1.0002454157991807
2023-05-08,0.01587394891689886,1.1863895308515944,0.0,0.0,0.0,0.0,0.0,1.0002454157991807
2023-05-09,0.013619435376221123,0.7204659966977252,0.0,0.0,0.0,0.0,0.0,1.0002454157991807
2023-05-10,0.014445852104065793,0.8643171552701534,0.0,0.0,0.0,0.0,0.0,1.0002454157991807
2023-05-11,0.005375115661850671,-1.0876559986014969,0.0,0.0,0.0,0.0,0.0,1.0002454157991807
2023-05-12,-0.0005796812317488964,-2.40034301261897,-1.0,0.0,5.6e-05,0.0,-5.6e-05,1.000189402055896
2023-05-13,0.0026871596682482846,-1.6144831927001966,-1.0,6.533681799994363e-05,0.0,3.968253968253968e-06,6.136856403168967e-05,1.0002507822432598
2023-05-14,0.00027907568535434635,-2.0953165603421713,-1.0,-4.816167965787882e-05,0.0,3.968253968253968e-06,-5.2129933626132786e-05,1.000198639236372
2023-05-15,0.0026475723518308847,-1.534521045249794,-1.0,4.7369933329530754e-05,0.0,3.968253968253968e-06,4.340167936127679e-05,1.0002420495370097
2023-05-16,0.004771046477015872,-1.0584898845734896,-1.0,4.246948250369981e-05,0.0,3.968253968253968e-06,3.8501228535445847e-05,1.0002805600847497
2023-05-17,0.009929320050882318,0.0027181441555822563,0.0,0.00010316547147732892,5.6e-05,3.968253968253968e-06,4.319721750907495e-05,1.0003237694216738
2023-05-18,0.012839583487552098,0.5890424070729945,0.0,0.0,0.0,0.0,0.0,1.0003237694216738
2023-05-19,0.01645396554871681,1.322246184283888,0.0,0.0,0.0,0.0,0.0,1.0003237694216738
2023-05-20,0.015409121604110787,1.1070149415637134,0.0,0.0,0.0,0.0,0.0,1.0003237694216738
2023-05-21,0.012059616033694986,0.4337820234430849,0.0,0.0,0.0,0.0,0.0,1.0003237694216738
2023-05-22,0.008710996281444672,-0.24064179429538884,0.0,0.0,0.0,0.0,0.0,1.0003237694216738
2023-05-23,0.006470380669031606,-0.6723240688795709,0.0,0.0,0.0,0.0,0.0,1.0003237694216738
2023-05-24,0.0017522489862185076,-1.6054569868021333,0.0,0.0,0.0,0.0,0.0,1.0003237694216738
2023-05-25,-0.00044761530171211206,-1.9741829939516973,0.0,0.0,0.0,0.0,0.0,1.0003237694216738
2023-05-26,-0.0007399868956774469,-1.9433652883968302,0.0,0.0,0.0,0.0,0.0,1.0003237694216738
2023-05-27,0.0003560604085728336,-1.6489408813361424,0.0,0.0,0.0,0.0,0.0,1.0003237694216738
2023-05-28,-0.000953745168049025,-1.831429960383063,0.0,0.0,0.0,0.0,0.0,1.0003237694216738
2023-05-29,-0.008550326826740395,-3.166846105201575,-1.0,0.0,5.6e-05,0.0,-5.6e-05,1.0002677512905862
2023-05-30,-0.008437445571682467,-2.9020208810298556,-1.0,2.2576251011585668e-06,0.0,3.968253968253968e-06,-1.7106288670954013e-06,1.000266040203696
2023-05-31,-0.007138564600706054,-2.4668420244628617,-1.0,2.5977619419528255e-05,0.0,3.968253968253968e-06,2.2009365451274286e-05,1.0002880554245233
2023-06-01,-0.00245511963810241,-1.610203702437657,-1.0,9.36688992520729e-05,0.0,3.968253968253968e-06,8.970064528381893e-05,1.0003777819085644
2023-06-02,1.454072988504862e-05,-1.1792986977571795,-1.0,4.939320735974917e-05,0.0,3.968253968253968e-06,4.5424953391495204e-05,1.0004232240226814
2023-06-03,-0.0025002836438927645,-1.521450333019888,-1.0,-5.029648747555627e-05,0.0,3.968253968253968e-06,-5.426474144381023e-05,1.0003689363150954
2023-06-04,-0.005235378538635427,-1.8618243750680923,-1.0,-5.470189789485324e-05,0.0,3.968253968253968e-06,-5.8670151863107205e-05,1.0003102445176826
2023-06-05,0.0030764266924125927,-0.5971192449519251,-1.0,0.00016623610462096039,0.0,3.968253968253968e-06,0.0001622678506527064,1.0004725627110465
2023-06-06,0.006039921440784912,-0.14536018382145338,0.0,5.926989496744643e-05,5.6e-05,3.968253968253968e-06,-6.983590008075378e-07,1.0004718640220271
2023-06-07,0.013184083874104857,0.9051657008549203,0.0,0.0,0.0,0.0,0.0,1.0004718640220271
2023-06-08,0.021234498644019606,2.073716469076701,1.0,0.0,5.6e-05,0.0,-5.6e-05,1.000415837597642
2023-06-09,0.017172784031836752,1.4228645538983713,1.0,8.123429224365708e-05,0.0,3.968253968253968e-06,7.726603827540311e-05,1.000493135766041
2023-06-10,0.01808694987967341,1.5182469859421162,1.0,-1.8283316956733118e-05,0.0,3.968253968253968e-06,-2.2251570924987087e-05,1.0004708732220704
2023-06-11,0.01925613990383468,1.6273698970237755,1.0,-2.3383800483225416e-05,0.0,3.968253968253968e-06,-2.7352054451479385e-05,1.000443508288269
2023-06-12,0.020784343203928746,1.7762430729251355,1.0,-3.056406600188133e-05,0.0,3.968253968253968e-06,-3.4532319970135295e-05,1.0004089606529287
2023-06-13,0.022180578376899796,1.8929051012422873,1.0,-2.7924703459421057e-05,0.0,3.968253968253968e-06,-3.189295742767502e-05,1.0003770546525363
2023-06-14,0.022161573789470257,1.8110391026457058,1.0,3.800917485907734e-07,0.0,3.968253968253968e-06,-3.5881622196631947e-06,1.0003734651373835
2023-06-15,0.02203162781489043,1.7194885126377253,1.0,2.5989194915965012e-06,0.0,3.968253968253968e-06,-1.3693344766574668e-06,1.000372095291508
2023-06-16,0.015200362937917156,0.8207839036576516,1.0,0.00013662529753946553,0.0,3.968253968253968e-06,0.00013265704357121155,1.0005048016961404
2023-06-17,0.013990743687663176,0.647082744134429,1.0,2.419238500507955e-05,0.0,3.968253968253968e-06,2.022413103682558e-05,1.000525036036353
2023-06-18,0.010500635136086789,0.20809011782245077,0.0,6.980217103152775e-05,5.6e-05,3.968253968253968e-06,9.833917063273779e-06,1.000534875116577
2023-06-19,0.01064495895306905,0.21478301450828785,0.0,0.0,0.0,0.0,0.0,1.000534875116577
2023-06-20,0.008408975554691889,-0.07961596119501924,0.0,0.0,0.0,0.0,0.0,1.000534875116577
2023-06-21,0.010606699537156317,0.1817489364119597,0.0,0.0,0.0,0.0,0.0,1.000534875116577
2023-06-22,0.013518734394389664,0.5308116592850229,0.0,0.0,0.0,0.0,0.0,1.000534875116577
2023-06-23,0.014272754478648064,0.626891788251862,0.0,0.0,0.0,0.0,0.0,1.000534875116577
2023-06-24,0.015026516876765594,0.7201869847031289,0.0,0.0,0.0,0.0,0.0,1.000534875116577
2023-06-25,0.014857242941495041,0.6912054171658953,0.0,0.0,0.0,0.0,0.0,1.000534875116577
2023-06-26,0.01253176165198644,0.38707247667335126,0.0,0.0,0.0,0.0,0.0,1.000534875116577
2023-06-27,0.01143248612897585,0.2494500440308717,0.0,0.0,0.0,0.0,0.0,1.000534875116577
2023-06-28,0.009052602430588141,-0.02217525343690245,0.0,0.0,0.0,0.0,0.0,1.000534875116577
2023-06-29,0.010302446869947968,0.15036091357620135,0.0,-0.0,0.0,0.0,-0.0,1.000534875116577
2023-06-30,0.01000680264251752,0.1206953746265482,0.0,0.0,0.0,0.0,0.0,1.000534875116577
2023-07-01,0.011991695331252217,0.38351614801378764,0.0,0.0,0.0,0.0,0.0,1.000534875116577
2023-07-02,0.006257434271609963,-0.3405888455853219,0.0,0.0,0.0,0.0,0.0,1.000534875116577
2023-07-03,0.009618252614365108,0.09157112932357195,0.0,0.0,0.0,0.0,0.0,1.000534875116577
2023-07-04,0.006242737562387024,-0.3363756929067762,0.0,0.0,0.0,0.0,0.0,1.000534875116577
2023-07-05,0.0031158993148108216,-0.7241704742942439,0.0,0.0,0.0,0.0,0.0,1.000534875116577
2023-07-06,0.0022614914027716537,-0.8094413516210601,0.0,0.0,0.0,0.0,0.0,1.000534875116577
2023-07-07,-2.250660428027018e-05,-1.0713106743777885,0.0,0.0,0.0,0.0,0.0,1.000534875116577
2023-07-08,0.0012028944418838172,-0.8828384598217306,0.0,0.0,0.0,0.0,0.0,1.000534875116577
2023-07-09,-0.0010818804416512506,-1.1398394131555354,0.0,0.0,0.0,0.0,0.0,1.000534875116577
2023-07-10,-0.0052565154260610925,-1.620023857155858,0.0,0.0,0.0,0.0,0.0,1.000534875116577
2023-07-11,-0.008369466042534857,-1.9435173994416846,0.0,0.0,0.0,0.0,0.0,1.000534875116577
2023-07-12,-0.0027267540997635287,-1.213737017612584,0.0,0.0,0.0,0.0,0.0,1.000534875116577
2023-07-13,-0.0023806506212236123,-1.150833351162988,0.0,0.0,0.0,0.0,0.0,1.000534875116577
2023-07-14,-0.006895545736153252,-1.6680799345779949,0.0,0.0,0.0,0.0,0.0,1.000534875116577
2023-07-15,-0.006526214293997246,-1.5737879339459009,0.0,0.0,0.0,0.0,0.0,1.000534875116577
2023-07-16,-0.01242895138105915,-2.1856270946426,-1.0,0.0,5.6e-05,0.0,-5.6e-05,1.0004788451635704
2023-07-17,-0.004713527093927361,-1.2295208183796236,-1.0,0.0001543084857426358,0.0,3.968253968253968e-06,0.00015034023177438183,1.0006292573850377
2023-07-18,-0.010562898651334418,-1.8161685579537399,-1.0,-0.00011698743114814115,0.0,3.968253968253968e-06,-0.00012095568511639512,1.0005082255876632
2023-07-19,-0.008165371886698747,-1.4855433166664143,-1.0,4.795053529271342e-05,0.0,3.968253968253968e-06,4.3982281324459456e-05,1.0005522302219085
2023-07-20,-0.005604254353973825,-1.1626865543519977,-1.0,5.122235065449835e-05,0.0,3.968253968253968e-06,4.7254096686244384e-05,1.000599510413735
2023-07-21,-0.011120115195176972,-1.6975823122463563,-1.0,-0.0001103172168240629,0.0,3.968253968253968e-06,-0.00011428547079231687,1.000485156427613
2023-07-22,-0.009414204513697122,-1.4532202394869718,-1.0,3.4118213629597005e-05,0.0,3.968253968253968e-06,3.0149959661343036e-05,1.000515321014721
2023-07-23,-0.004988948172485852,-0.9597946181219925,-1.0,8.850512682422539e-05,0.0,3.968253968253968e-06,8.453687285597143e-05,1.0005999014512041
2023-07-24,-0.0028590891025390697,-0.7304834988204766,-1.0,4.259718139893571e-05,0.0,3.968253968253968e-06,3.862892743068174e-05,1.0006385535521845
2023-07-25,-0.0016406604421042026,-0.6040328400608702,-1.0,2.4368573208697394e-05,0.0,3.968253968253968e-06,2.0400319240443425e-05,1.0006589668981214
2023-07-26,0.0022813527014240442,-0.2139323896936976,0.0,7.844026287056498e-05,5.6e-05,3.968253968253968e-06,1.8472008902311016e-05,1.000677451079466
2023-07-27,0.0028937167889213633,-0.1566681040698384,0.0,0.0,0.0,0.0,0.0,1.000677451079466
2023-07-28,0.004183669269673285,-0.03532358854576538,0.0,0.0,0.0,0.0,0.0,1.000677451079466
2023-07-29,0.0035694763129505702,-0.11911444104955923,0.0,0.0,0.0,0.0,0.0,1.000677451079466
2023-07-30,0.006013920164494202,0.10865995021889129,0.0,-0.0,0.0,0.0,-0.0,1.000677451079466
2023-07-31,0.0020678267689651086,-0.3217259338097023,0.0,0.0,0.0,0.0,0.0,1.000677451079466
2023-08-01,0.005212166733703505,-0.0035656575674152574,0.0,0.0,0.0,0.0,0.0,1.000677451079466
2023-08-02,0.003042473929201428,-0.2391517304488853,0.0,0.0,0.0,0.0,0.0,1.000677451079466
2023-08-03,-0.0013818385202100103,-0.7144760039753332,0.0,0.0,0.0,0.0,0.0,1.000677451079466
2023-08-04,0.00019443084368608865,-0.5593137809007969,0.0,0.0,0.0,0.0,0.0,1.000677451079466
2023-08-05,0.0070184758160332095,0.16621268652718404,0.0,0.0,0.0,0.0,0.0,1.000677451079466
2023-08-06,0.01064444962975486,0.5465865445382312,0.0,0.0,0.0,0.0,0.0,1.000677451079466
2023-08-07,0.008216072334153779,0.2960492486154068,0.0,0.0,0.0,0.0,0.0,1.000677451079466
2023-08-08,0.010739668128782132,0.5998612864786951,0.0,0.0,0.0,0.0,0.0,1.000677451079466
2023-08-09,0.00855324492474585,0.37906401734132006,0.0,0.0,0.0,0.0,0.0,1.000677451079466
2023-08-10,0.00777503730321083,0.31638508687904937,0.0,0.0,0.0,0.0,0.0,1.000677451079466
2023-08-11,0.00788214978395052,0.35715766429122686,0.0,0.0,0.0,0.0,0.0,1.000677451079466
2023-08-12,-0.001642009075009998,-0.7214300409062062,0.0,0.0,0.0,0.0,0.0,1.000677451079466
2023-08-13,-0.0007498696473602351,-0.5903495558711572,0.0,0.0,0.0,0.0,0.0,1.000677451079466
2023-08-14,-0.004778311616737696,-1.0737265364767405,0.0,0.0,0.0,0.0,0.0,1.000677451079466
2023-08-15,-0.007316773605889004,-1.3892222917444956,0.0,0.0,0.0,0.0,0.0,1.000677451079466
2023-08-16,-0.01286166430453628,-2.0769313198200603,-1.0,0.0,5.6e-05,0.0,-5.6e-05,1.0006214131422055
2023-08-17,-0.018353430604939547,-2.695560312701156,-1.0,-0.00010983532600806535,0.0,3.968253968253968e-06,-0.00011380357997631931,1.000507538843189
2023-08-18,-0.021332350983628068,-2.877082809927475,-1.0,-5.957840757377043e-05,0.0,3.968253968253968e-06,-6.35466615420244e-05,1.0004439599292478
2023-08-19,-0.017116667763088067,-2.168487173924134,-1.0,8.431366441080002e-05,0.0,3.968253968253968e-06,8.034541044254606e-05,1.0005243410098332
2023-08-20,-0.009707835662710274,-1.2146841800495796,-1.0,0.00014817664200755587,0.0,3.968253968253968e-06,0.0001442083880393019,1.0006686250122443
2023-08-21,-0.009360342650280185,-1.1350415043556288,-1.0,6.949860248601781e-06,0.0,3.968253968253968e-06,2.981606280347813e-06,1.0006716086121012
2023-08-22,-0.004558765210015636,-0.5545874397112746,-1.0,9.603154880529098e-05,0.0,3.968253968253968e-06,9.206329483703702e-05,1.00076373373744
2023-08-23,-0.005372337189129883,-0.6236150436490171,-1.0,-1.6271439582285063e-05,0.0,3.968253968253968e-06,-2.023969355053903e-05,1.0007434785861526
2023-08-24,-0.01274533500073538,-1.4739454617255991,-1.0,-0.00014745995623211005,0.0,3.968253968253968e-06,-0.00015142821020036403,1.0005919377923207
2023-08-25,-0.011575855136620739,-1.294329343090814,-1.0,2.3389597282292814e-05,0.0,3.968253968253968e-06,1.9421343314038845e-05,1.0006113706318618
2023-08-26,-0.009270227878585224,-0.9777946908348435,-1.0,4.6112545160710284e-05,0.0,3.968253968253968e-06,4.214429119245632e-05,1.0006535406888362
2023-08-27,-0.01055388498247245,-1.1055165852961553,-1.0,-2.5673142077744517e-05,0.0,3.968253968253968e-06,-2.9641396045998486e-05,1.0006238799209317
2023-08-28,-0.008862832646321817,-0.8621016653659042,-1.0,3.382104672301268e-05,0.0,3.968253968253968e-06,2.985279275475871e-05,1.0006537513382443
2023-08-29,-0.006158094350031451,-0.4960959945495511,0.0,5.409476592580729e-05,5.6e-05,3.968253968253968e-06,-5.873488042446678e-06,1.0006478740104012
2023-08-30,-0.00930540084656517,-0.8717536281410824,0.0,0.0,0.0,0.0,0.0,1.0006478740104012
2023-08-31,-0.014780521202959473,-1.5603598625673905,0.0,0.0,0.0,0.0,0.0,1.0006478740104012
