date,gross_return,transaction_cost,borrow_cost,funding_cost,net_return,gross_leverage,equity_curve,probability
2024-05-01,0.0,5.529871605340602e-05,0.0,0.0,-5.529871605340602e-05,0.0,0.9981091421954846,0.6193577619818517
2024-05-02,-0.000225974839026714,1.5248430991075774e-06,1.2921153462846254e-06,0.0,-0.0002287917974721062,0.03686581070227068,0.9978807830107683,0.7621320566350428
2024-05-03,-0.00017704221457436574,1.0074872684519337e-06,1.271543796342933e-06,0.0,-0.0001793212456391606,0.03658686856722629,0.9977018417857595,0.6446121549859744
2024-05-06,-0.00011304344930354395,5.3872815582387496e-05,1.2593543024385172e-06,0.0,-0.00016817561918836996,0.03591521038825834,0.9975340526607518,0.1200574055574458
2024-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.9975340526607518,0.1295892870274484
2024-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.9975340526607518,0.9781454445680792
2024-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.9975340526607518,0.20782188710610416
2024-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.9975340526607518,0.8864584423750862
2024-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.9975340526607518,0.3766983196159208
2024-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.9975340526607518,0.3033888767944031
2024-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.9975340526607518,0.09733102780257048
2024-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.9975340526607518,0.15842616330189535
2024-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.9975340526607518,0.4357484997991458
2024-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.9975340526607518,0.2615928856876731
2024-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.9975340526607518,0.20220658600803135
2024-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.9975340526607518,0.4382774748046606
2024-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.9975340526607518,0.5810261333221286
2024-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.9975340526607518,0.637073317950949
2024-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.9975340526607518,0.7537754588768534
2024-05-28,0.0,0.0,0.0,0.0,0.0,0.0,0.9975340526607518,0.994326548474072
2024-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.9975340526607518,0.7482748916916226
2024-05-30,0.0,6.350644607443204e-05,0.0,0.0,-6.350644607443204e-05,0.0,0.997470702818229,0.6845209954741305
2024-05-31,7.840411299880824e-06,3.0849974881268596e-06,5.101225568574337e-07,0.0,4.245291254896531e-06,0.04233763071628803,0.9974749373718808,0.5869680484935893
2024-06-03,-0.000253501159230784,3.197443764222093e-06,5.293417888450455e-07,0.0,-0.0002572279447838511,0.040603848821595324,0.9972183589437672,0.9428213403603418
2024-06-04,-0.00034804518159017357,4.988281330094083e-06,5.414053154686264e-07,0.0,-0.0003535748682357363,0.04273547799774339,0.9968657675939014,0.9669477422105813
2024-06-05,-0.0004535940333749099,5.2720337657246605e-06,5.070074109599391e-07,0.0,-0.0004593730745515945,0.039409957111014006,0.9964078343013266,0.9273405493659701
2024-06-06,-0.00013628313770240325,5.876580020823191e-06,4.4630412758311983e-07,0.0,-0.00014260602185080956,0.03589526793386423,0.9962657405439359,0.7159111757938337
2024-06-07,-0.0002301291663528101,1.1989267825966371e-06,4.0791309701813467e-07,0.0,-0.0002317360062324249,0.0319775479199821,0.9960348699000761,0.905748937484008
2024-06-10,-0.00014933011546186488,2.214276150265307e-06,4.422979279796033e-07,0.0,-0.0001519866895401098,0.03175592855840369,0.9958834858575335,0.7620121710519333
2024-06-11,-0.00016124324870608837,1.2113314793984243e-06,4.11448165401144e-07,0.0,-0.00016286602835088792,0.03027974445822681,0.9957212902694916,0.8170141898968885
2024-06-12,-0.0002833707020737387,5.870560649364395e-07,3.86482447044703e-07,0.0,-0.00028434424058571987,0.029472190138627865,0.9954381626553749,0.9489566830510855
2024-06-13,-0.0002493473431698019,2.418950967996354e-06,4.084182786412079e-07,0.0,-0.00025217471241643946,0.02944934139949152,0.9951871383229789,0.8340403531132089
2024-06-14,-0.00013193933427158225,1.4746094112375548e-06,4.418745473565271e-07,0.0,-0.00013385581823017632,0.028398772735244646,0.9950539267342865,0.6213410411246846
2024-06-17,-9.818000406215056e-05,3.52260152026279e-07,4.624288842333806e-07,0.0,-9.899469309841022e-05,0.02776101265395075,0.9949554216761931,0.6712293215876735
2024-06-18,-2.221495328275291e-05,4.1289258828899845e-05,4.6046089362834746e-07,0.0,-6.39646730052811e-05,0.027526172552599894,0.9948917796779907,0.612007118268391
2024-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.9948917796779907,0.4458200808610085
2024-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.9948917796779907,0.24992005352231556
2024-06-21,0.0,0.0,0.0,0.0,0.0,0.0,0.9948917796779907,0.1883878172272574
2024-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.9948917796779907,0.1622094245141773
2024-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.9948917796779907,0.8269879216213101
2024-06-26,0.0,0.0,0.0,0.0,0.0,0.0,0.9948917796779907,0.8762166516158353
2024-06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.9948917796779907,0.8695665797639235
2024-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.9948917796779907,0.3537999090172489
2024-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.9948917796779907,0.1811881992323615
2024-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.9948917796779907,0.3270064797815751
2024-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.9948917796779907,0.4327171491332446
2024-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.9948917796779907,0.4593299020704336
2024-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9948917796779907,0.21439546930964654
2024-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.9948917796779907,0.5150414579707624
2024-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.9948917796779907,0.6657692793207702
2024-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.9948917796779907,0.6990309746361703
2024-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.9948917796779907,0.15395664441939125
2024-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.9948917796779907,0.13283914287505696
2024-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.9948917796779907,0.421412228448186
2024-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.9948917796779907,0.1746849044439721
2024-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.9948917796779907,0.1569642333532746
2024-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.9948917796779907,0.5754865411927361
2024-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.9948917796779907,0.349248728834108
2024-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.9948917796779907,0.4729445972730358
2024-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.9948917796779907,0.029088475368419058
2024-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.9948917796779907,0.5005166905555914
2024-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.9948917796779907,0.7397707184914779
2024-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.9948917796779907,0.25616434676840627
2024-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.9948917796779907,0.05650212504635309
2024-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.9948917796779907,0.19862485147585737
2024-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.9948917796779907,0.9361096289010097
2024-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.9948917796779907,0.9673956947094876
2024-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.9948917796779907,0.6357487400063612
2024-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9948917796779907,0.7897766294647764
2024-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.9948917796779907,0.9658125374408888
2024-08-07,0.0,4.756006181709782e-05,0.0,0.0,-4.756006181709782e-05,0.0,0.9948444625634479,0.9983871425707228
2024-08-08,5.264830544874647e-05,4.756006181709782e-05,1.1014346722711619e-06,0.0,3.986808959377489e-06,0.03170670787806522,0.9948484288182645,0.305159091123168
2024-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.9948484288182645,0.5710118919651213
2024-08-12,0.0,0.0,0.0,0.0,0.0,0.0,0.9948484288182645,0.9902401824385009
2024-08-13,0.0,0.0,0.0,0.0,0.0,0.0,0.9948484288182645,0.8890815606613639
2024-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.9948484288182645,0.2666212798782881
2024-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.9948484288182645,0.3727978470836094
2024-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.9948484288182645,0.24028218847441743
2024-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.9948484288182645,0.09441479373318779
2024-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.9948484288182645,0.19203065422796936
2024-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.9948484288182645,0.1431073684104888
2024-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.9948484288182645,0.42776507138319186
2024-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.9948484288182645,0.1595148372283851
2024-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.9948484288182645,0.31746559153544507
2024-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.9948484288182645,0.4773702369948928
2024-08-28,0.0,0.0,0.0,0.0,0.0,0.0,0.9948484288182645,0.33190519733412904
2024-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.9948484288182645,0.7749161047041986
2024-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0.9948484288182645,0.8626304486190532
2024-09-02,0.0,0.0,0.0,0.0,0.0,0.0,0.9948484288182645,0.8119405610014551
2024-09-03,0.0,0.0,0.0,0.0,0.0,0.0,0.9948484288182645,0.9259140721122806
2024-09-04,0.0,0.0,0.0,0.0,0.0,0.0,0.9948484288182645,0.8137682159643621
2024-09-05,0.0,5.86162732726147e-05,0.0,0.0,-5.86162732726147e-05,0.0,0.994790114510896,0.9224841011701099
2024-09-06,-0.00024159561233027852,1.8495093090755569e-06,1.349580673136021e-06,0.0,-0.00024479470231249007,0.03907751551507647,0.9945465951609509,0.9386067317640442
2024-09-09,-0.0003955912640844019,1.5702482195419396e-06,1.3652699920036188e-06,0.0,-0.00039852678229594743,0.04031052172112684,0.9941502417065381,0.9316728494912864
2024-09-10,-0.0004506807570443489,3.945163938844798e-06,1.3289554704757332e-06,0.0,-0.0004559548764536694,0.03926368957476555,0.9936969540559044,0.9646705729752189
2024-09-11,-0.0003133176031088292,4.556334782071069e-06,1.2308517663080035e-06,0.0,-0.00031910478965720823,0.036633580282202344,0.9933798605983973,0.8411456587254366
2024-09-12,-0.0001850459789958577,1.312499845949129e-06,1.1231157286852661e-06,0.0,-0.0001874815945704921,0.03359602376082164,0.9931936201581182,0.7388031376235235
2024-09-13,-0.00021996002536676576,8.179945020145434e-07,1.0810305943919896e-06,0.0,-0.0002218590504631723,0.032773297258494836,0.9929732711646239,0.6797450758643968
2024-09-16,-0.00022506098702846064,9.134880462523855e-07,1.0677674145574844e-06,0.0,-0.0002270422424892705,0.03222796759048514,0.9927478242864067,0.734582140388247
2024-09-17,-0.00016101636072787933,1.1700573681499671e-06,1.0498358865322722e-06,0.0,-0.00016323625398256158,0.03161897555965022,0.992585771850421,0.5596478272184839
2024-09-18,2.2637938780177436e-05,4.625840597132537e-05,1.0271996332939754e-06,0.0,-2.4647666824441906e-05,0.030838937314216906,0.9925613069270217,0.41607503912483473
2024-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.9925613069270217,0.9307703362677314
2024-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.9925613069270217,0.8710280684071711
2024-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.9925613069270217,0.6457035859431944
2024-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.9925613069270217,0.4542935439411843
2024-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.9925613069270217,0.6105366195712543
2024-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.9925613069270217,0.5215695566470788
2024-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.9925613069270217,0.3893759922203224
2024-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.9925613069270217,0.2525147127758128
2024-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.9925613069270217,0.4642010656889938
2024-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.9925613069270217,0.2103814696108741
2024-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.9925613069270217,0.7290743025617786
2024-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.9925613069270217,0.9906794158696383
2024-10-07,0.0,4.551687171594884e-05,0.0,0.0,-4.551687171594884e-05,0.0,0.9925161286413441,0.9974006295194666
2024-10-08,-0.00036525508878878024,2.763551565218468e-06,3.781341074230351e-07,0.0,-0.00036839677446142175,0.030344581143965894,0.9921504889009517,0.999740202058808
2024-10-09,-0.00021850778227032003,2.656113620653259e-06,2.675693110285284e-07,0.0,-0.0002214314652020018,0.02850221343382025,0.9919307955644935,0.970069710047474
2024-10-10,-0.00018478715211911402,1.036016121760616e-06,2.906285805597049e-07,0.0,-0.00018611379682143434,0.02711886674817517,0.9917461835579469,0.8774577735559919
2024-10-11,-4.7098193052697386e-05,3.964228400050214e-05,2.7142365970032797e-07,0.0,-8.701190071289985e-05,0.026428189333668094,0.9916598898374906,0.09492530220343161
2024-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.9916598898374906,0.06358137380513655
2024-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.9916598898374906,0.29652123980901335
2024-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.9916598898374906,0.11436384970805939
2024-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.9916598898374906,0.21583381844810598
2024-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.9916598898374906,0.13146720056745562
2024-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.9916598898374906,0.10750572574151804
2024-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.9916598898374906,0.5533112658482653
2024-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.9916598898374906,0.5120232409019978
2024-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.9916598898374906,0.33005319937035194
2024-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.9916598898374906,0.3814816125791318
2024-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.9916598898374906,0.2309119548418326
2024-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.9916598898374906,0.7775121582148184
2024-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.9916598898374906,0.13255499180039224
2024-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.9916598898374906,0.08715027519926322
2024-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.9916598898374906,0.6808910026946621
2024-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.9916598898374906,0.9906053173959328
2024-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9916598898374906,0.9708301786909965
2024-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.9916598898374906,0.9955012082498829
2024-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.9916598898374906,0.9752776513669571
2024-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.9916598898374906,0.5664383352150287
2024-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.9916598898374906,0.6625136068730967
2024-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.9916598898374906,0.6598658034432533
2024-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.9916598898374906,0.9007110832486577
2024-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.9916598898374906,0.27157512532089406
2024-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.9916598898374906,0.8053930974512803
2024-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.9916598898374906,0.871365695228567
2024-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.9916598898374906,0.5347364621868644
2024-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.9916598898374906,0.06587918076526694
2024-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.9916598898374906,0.3092197723737035
2024-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.9916598898374906,0.25602469497733366
2024-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.9916598898374906,0.23003261065339253
2024-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.9916598898374906,0.7246840408610812
2024-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.9916598898374906,0.4623166356962128
2024-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.9916598898374906,0.5184847496443303
2024-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.9916598898374906,0.24925877282833284
2024-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.9916598898374906,0.6495546931082211
2024-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.9916598898374906,0.7117961515613799
2024-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.9916598898374906,0.06954548849870436
2024-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9916598898374906,0.37350667651541175
2024-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.9916598898374906,0.946543536630253
2024-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.9916598898374906,0.23039285396923168
2024-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.9916598898374906,0.29751771449985004
2024-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.9916598898374906,0.5811301669150677
2024-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.9916598898374906,0.030663359443848872
2024-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.9916598898374906,0.10619967660094674
2024-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.9916598898374906,0.061965156576168544
2024-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.9916598898374906,0.11854463832628696
2024-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.9916598898374906,0.1534981633967881
2024-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.9916598898374906,0.03891297413056597
2024-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.9916598898374906,0.12683001647127792
2024-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.9916598898374906,0.14926570228391842
2024-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.9916598898374906,0.018654742218855627
2024-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.9916598898374906,
2024-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.9916598898374906,
2024-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.9916598898374906,
2024-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.9916598898374906,
2024-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.9916598898374906,
